citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
87 FR 17141, 2022-06614,17142,https://www.federalregister.gov/documents/2022/03/28/2022-06614/death-of-madeleine-korbel-albright,https://www.govinfo.gov/content/pkg/FR-2022-03-28/pdf/2022-06614.pdf,Presidential Document,Proclamation,03/28/2022,2022-03-23,17141,Death of Madeleine Korbel Albright,"",10351
87 FR 17937, 2022-06727,17938,https://www.federalregister.gov/documents/2022/03/29/2022-06727/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2022,https://www.govinfo.gov/content/pkg/FR-2022-03-29/pdf/2022-06727.pdf,Presidential Document,Proclamation,03/29/2022,2022-03-24,17937,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2022","",10352
87 FR 18601, 2022-06933,18602,https://www.federalregister.gov/documents/2022/03/31/2022-06933/commemoration-of-the-50th-anniversary-of-the-vietnam-war,https://www.govinfo.gov/content/pkg/FR-2022-03-31/pdf/2022-06933.pdf,Presidential Document,Proclamation,03/31/2022,2022-03-28,18601,Commemoration of the 50th Anniversary of the Vietnam War,"",10353
87 FR 19347, 2022-07134,19348,https://www.federalregister.gov/documents/2022/04/01/2022-07134/ceacutesar-chaacutevez-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-01/pdf/2022-07134.pdf,Presidential Document,Proclamation,04/01/2022,2022-03-30,19347,"C[eacute]sar Ch[aacute]vez Day, 2022","",10354
87 FR 19349, 2022-07135,19350,https://www.federalregister.gov/documents/2022/04/01/2022-07135/transgender-day-of-visibility-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-01/pdf/2022-07135.pdf,Presidential Document,Proclamation,04/01/2022,2022-03-30,19349,"Transgender Day of Visibility, 2022","",10355
87 FR 19351, 2022-07136,19365,https://www.federalregister.gov/documents/2022/04/01/2022-07136/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2022-04-01/pdf/2022-07136.pdf,Presidential Document,Proclamation,04/01/2022,2022-03-31,19351,Adjusting Imports of Steel Into the United States,"",10356
87 FR 19581, 2022-07261,19582,https://www.federalregister.gov/documents/2022/04/05/2022-07261/month-of-the-military-child-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-05/pdf/2022-07261.pdf,Presidential Document,Proclamation,04/05/2022,2022-03-31,19581,"Month of the Military Child, 2022","",10357
87 FR 19583, 2022-07267,19584,https://www.federalregister.gov/documents/2022/04/05/2022-07267/national-cancer-control-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-05/pdf/2022-07267.pdf,Presidential Document,Proclamation,04/05/2022,2022-03-31,19583,"National Cancer Control Month, 2022","",10358
87 FR 19585, 2022-07273,19586,https://www.federalregister.gov/documents/2022/04/05/2022-07273/national-child-abuse-prevention-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-05/pdf/2022-07273.pdf,Presidential Document,Proclamation,04/05/2022,2022-03-31,19585,"National Child Abuse Prevention Month, 2022","",10359
87 FR 19587, 2022-07274,19588,https://www.federalregister.gov/documents/2022/04/05/2022-07274/national-donate-life-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-05/pdf/2022-07274.pdf,Presidential Document,Proclamation,04/05/2022,2022-03-31,19587,"National Donate Life Month, 2022","",10360
87 FR 19589, 2022-07275,19591,https://www.federalregister.gov/documents/2022/04/05/2022-07275/national-sexual-assault-awareness-and-prevention-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-05/pdf/2022-07275.pdf,Presidential Document,Proclamation,04/05/2022,2022-03-31,19589,"National Sexual Assault Awareness and Prevention Month, 2022","",10361
87 FR 19593, 2022-07276,19594,https://www.federalregister.gov/documents/2022/04/05/2022-07276/second-chance-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-05/pdf/2022-07276.pdf,Presidential Document,Proclamation,04/05/2022,2022-03-31,19593,"Second Chance Month, 2022","",10362
87 FR 19779, 2022-07444,19780,https://www.federalregister.gov/documents/2022/04/06/2022-07444/national-public-health-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-06/pdf/2022-07444.pdf,Presidential Document,Proclamation,04/06/2022,2022-04-01,19779,"National Public Health Week, 2022","",10363
87 FR 19781, 2022-07447,19782,https://www.federalregister.gov/documents/2022/04/06/2022-07447/world-autism-awareness-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-06/pdf/2022-07447.pdf,Presidential Document,Proclamation,04/06/2022,2022-04-01,19781,"World Autism Awareness Day, 2022","",10364
87 FR 22095, 2022-08074,22096,https://www.federalregister.gov/documents/2022/04/13/2022-08074/black-maternal-health-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-13/pdf/2022-08074.pdf,Presidential Document,Proclamation,04/13/2022,2022-04-08,22095,"Black Maternal Health Week, 2022","",10365
87 FR 22097, 2022-08079,22098,https://www.federalregister.gov/documents/2022/04/13/2022-08079/pan-american-day-and-pan-american-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-13/pdf/2022-08079.pdf,Presidential Document,Proclamation,04/13/2022,2022-04-08,22097,"Pan American Day and Pan American Week, 2022","",10366
87 FR 22099, 2022-08080,22100,https://www.federalregister.gov/documents/2022/04/13/2022-08080/national-former-prisoner-of-war-recognition-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-13/pdf/2022-08080.pdf,Presidential Document,Proclamation,04/13/2022,2022-04-08,22099,"National Former Prisoner of War Recognition Day, 2022","",10367
87 FR 22101, 2022-08131,22102,https://www.federalregister.gov/documents/2022/04/14/2022-08131/education-and-sharing-day-usa-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-14/pdf/2022-08131.pdf,Presidential Document,Proclamation,04/14/2022,2022-04-11,22101,"Education and Sharing Day, USA, 2022","",10368
87 FR 23747, 2022-08613,23748,https://www.federalregister.gov/documents/2022/04/20/2022-08613/national-park-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-20/pdf/2022-08613.pdf,Presidential Document,Proclamation,04/20/2022,2022-04-15,23747,"National Park Week, 2022","",10369
87 FR 23749, 2022-08614,23750,https://www.federalregister.gov/documents/2022/04/20/2022-08614/national-volunteer-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-20/pdf/2022-08614.pdf,Presidential Document,Proclamation,04/20/2022,2022-04-15,23749,"National Volunteer Week, 2022","",10370
87 FR 24265, 2022-08872,24266,https://www.federalregister.gov/documents/2022/04/22/2022-08872/declaration-of-national-emergency-and-invocation-of-emergency-authority-relating-to-the-regulation,https://www.govinfo.gov/content/pkg/FR-2022-04-22/pdf/2022-08872.pdf,Presidential Document,Proclamation,04/22/2022,2022-04-21,24265,Declaration of National Emergency and Invocation of Emergency Authority Relating to the Regulation of the Anchorage and Movement of Russian-Affiliated Vessels to United States Ports,"",10371
87 FR 24397, 2022-09012,24398,https://www.federalregister.gov/documents/2022/04/26/2022-09012/earth-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-26/pdf/2022-09012.pdf,Presidential Document,Proclamation,04/26/2022,2022-04-21,24397,"Earth Day, 2022","",10372
87 FR 24847, 2022-09132,24848,https://www.federalregister.gov/documents/2022/04/27/2022-09132/days-of-remembrance-of-victims-of-the-holocaust-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-27/pdf/2022-09132.pdf,Presidential Document,Proclamation,04/27/2022,2022-04-22,24847,"Days of Remembrance of Victims of the Holocaust, 2022","",10373
87 FR 24849, 2022-09137,24850,https://www.federalregister.gov/documents/2022/04/27/2022-09137/national-crime-victims-rights-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-04-27/pdf/2022-09137.pdf,Presidential Document,Proclamation,04/27/2022,2022-04-22,24849,"National Crime Victims' Rights Week, 2022","",10374
87 FR 25569, 2022-09484,25570,https://www.federalregister.gov/documents/2022/05/02/2022-09484/workers-memorial-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-02/pdf/2022-09484.pdf,Presidential Document,Proclamation,05/02/2022,2022-04-27,25569,"Workers Memorial Day, 2022","",10375
87 FR 26121, 2022-09555,26122,https://www.federalregister.gov/documents/2022/05/03/2022-09555/law-day-usa-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-03/pdf/2022-09555.pdf,Presidential Document,Proclamation,05/03/2022,2022-04-28,26121,"Law Day, U.S.A., 2022","",10376
87 FR 26653, 2022-09756,26654,https://www.federalregister.gov/documents/2022/05/05/2022-09756/asian-american-native-hawaiian-and-pacific-islander-heritage-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09756.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26653,"Asian American, Native Hawaiian, and Pacific Islander Heritage Month, 2022","",10377
87 FR 26655, 2022-09758,26656,https://www.federalregister.gov/documents/2022/05/05/2022-09758/national-building-safety-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09758.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26655,"National Building Safety Month, 2022","",10378
87 FR 26657, 2022-09759,26658,https://www.federalregister.gov/documents/2022/05/05/2022-09759/national-foster-care-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09759.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26657,"National Foster Care Month, 2022","",10379
87 FR 26659, 2022-09760,26660,https://www.federalregister.gov/documents/2022/05/05/2022-09760/national-mental-health-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09760.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26659,"National Mental Health Awareness Month, 2022","",10380
87 FR 26661, 2022-09761,26662,https://www.federalregister.gov/documents/2022/05/05/2022-09761/national-physical-fitness-and-sports-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09761.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26661,"National Physical Fitness and Sports Month, 2022","",10381
87 FR 26663, 2022-09762,26664,https://www.federalregister.gov/documents/2022/05/05/2022-09762/older-americans-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09762.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26663,"Older Americans Month, 2022","",10382
87 FR 26665, 2022-09763,26666,https://www.federalregister.gov/documents/2022/05/05/2022-09763/national-hurricane-preparedness-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09763.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26665,"National Hurricane Preparedness Week, 2022","",10383
87 FR 26667, 2022-09764,26668,https://www.federalregister.gov/documents/2022/05/05/2022-09764/national-small-business-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09764.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26667,"National Small Business Week, 2022","",10384
87 FR 26669, 2022-09765,26670,https://www.federalregister.gov/documents/2022/05/05/2022-09765/national-teacher-appreciation-day-and-national-teacher-appreciation-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09765.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26669,"National Teacher Appreciation Day and National Teacher Appreciation Week, 2022","",10385
87 FR 26671, 2022-09766,26672,https://www.federalregister.gov/documents/2022/05/05/2022-09766/public-service-recognition-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09766.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26671,"Public Service Recognition Week, 2022","",10386
87 FR 26673, 2022-09769,26674,https://www.federalregister.gov/documents/2022/05/05/2022-09769/loyalty-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09769.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26673,"Loyalty Day, 2022","",10387
87 FR 26959, 2022-09869,26960,https://www.federalregister.gov/documents/2022/05/05/2022-09869/jewish-american-heritage-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-05/pdf/2022-09869.pdf,Presidential Document,Proclamation,05/05/2022,2022-04-29,26959,"Jewish American Heritage Month, 2022","",10388
87 FR 27905, 2022-10073,27906,https://www.federalregister.gov/documents/2022/05/09/2022-10073/missing-or-murdered-indigenous-persons-awareness-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-09/pdf/2022-10073.pdf,Presidential Document,Proclamation,05/09/2022,2022-05-04,27905,"Missing or Murdered Indigenous Persons Awareness Day, 2022","",10389
87 FR 27907, 2022-10075,27908,https://www.federalregister.gov/documents/2022/05/09/2022-10075/national-day-of-prayer-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-09/pdf/2022-10075.pdf,Presidential Document,Proclamation,05/09/2022,2022-05-04,27907,"National Day of Prayer, 2022","",10390
87 FR 27915, 2022-10097,27916,https://www.federalregister.gov/documents/2022/05/09/2022-10097/military-spouse-appreciation-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-09/pdf/2022-10097.pdf,Presidential Document,Proclamation,05/09/2022,2022-05-05,27915,"Military Spouse Appreciation Day, 2022","",10391
87 FR 28751, 2022-10191,28752,https://www.federalregister.gov/documents/2022/05/11/2022-10191/national-womens-health-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-11/pdf/2022-10191.pdf,Presidential Document,Proclamation,05/11/2022,2022-05-06,28751,"National Women's Health Week, 2022","",10392
87 FR 28753, 2022-10192,28754,https://www.federalregister.gov/documents/2022/05/11/2022-10192/mothers-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-11/pdf/2022-10192.pdf,Presidential Document,Proclamation,05/11/2022,2022-05-06,28753,"Mother's Day, 2022","",10393
87 FR 30095, 2022-10750,30095,https://www.federalregister.gov/documents/2022/05/17/2022-10750/remembering-the-1000000-americans-lost-to-covid-19,https://www.govinfo.gov/content/pkg/FR-2022-05-17/pdf/2022-10750.pdf,Presidential Document,Proclamation,05/17/2022,2022-05-12,30095,"Remembering the 1,000,000 Americans Lost to COVID-19","",10394
87 FR 30385, 2022-10879,30386,https://www.federalregister.gov/documents/2022/05/19/2022-10879/emergency-medical-services-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-19/pdf/2022-10879.pdf,Presidential Document,Proclamation,05/19/2022,2022-05-13,30385,"Emergency Medical Services Week, 2022","",10395
87 FR 30387, 2022-10882,30388,https://www.federalregister.gov/documents/2022/05/19/2022-10882/national-defense-transportation-day-and-national-transportation-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-19/pdf/2022-10882.pdf,Presidential Document,Proclamation,05/19/2022,2022-05-13,30387,"National Defense Transportation Day and National Transportation Week, 2022","",10396
87 FR 30389, 2022-10883,30390,https://www.federalregister.gov/documents/2022/05/19/2022-10883/peace-officers-memorial-day-and-police-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-19/pdf/2022-10883.pdf,Presidential Document,Proclamation,05/19/2022,2022-05-13,30389,"Peace Officers Memorial Day and Police Week, 2022","",10397
87 FR 30391, 2022-10884,30392,https://www.federalregister.gov/documents/2022/05/19/2022-10884/world-trade-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-19/pdf/2022-10884.pdf,Presidential Document,Proclamation,05/19/2022,2022-05-13,30391,"World Trade Week, 2022","",10398
87 FR 31699, 2022-11321,31700,https://www.federalregister.gov/documents/2022/05/24/2022-11321/national-safe-boating-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-24/pdf/2022-11321.pdf,Presidential Document,Proclamation,05/24/2022,2022-05-20,31699,"National Safe Boating Week, 2022","",10399
87 FR 31701, 2022-11322,31703,https://www.federalregister.gov/documents/2022/05/24/2022-11322/armed-forces-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-24/pdf/2022-11322.pdf,Presidential Document,Proclamation,05/24/2022,2022-05-20,31701,"Armed Forces Day, 2022","",10400
87 FR 31705, 2022-11325,31706,https://www.federalregister.gov/documents/2022/05/24/2022-11325/national-maritime-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-05-24/pdf/2022-11325.pdf,Presidential Document,Proclamation,05/24/2022,2022-05-20,31705,"National Maritime Day, 2022","",10401
87 FR 32077, 2022-11601,32077,https://www.federalregister.gov/documents/2022/05/27/2022-11601/honoring-the-victims-of-the-tragedy-in-uvalde-texas,https://www.govinfo.gov/content/pkg/FR-2022-05-27/pdf/2022-11601.pdf,Presidential Document,Proclamation,05/27/2022,2022-05-24,32077,"Honoring the Victims of the Tragedy in Uvalde, Texas","",10402
87 FR 33407, 2022-11991,33411,https://www.federalregister.gov/documents/2022/06/02/2022-11991/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2022-06-02/pdf/2022-11991.pdf,Presidential Document,Proclamation,06/02/2022,2022-05-27,33407,Adjusting Imports of Steel Into the United States,"",10403
87 FR 33413, 2022-11992,33414,https://www.federalregister.gov/documents/2022/06/02/2022-11992/prayer-for-peace-memorial-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-02/pdf/2022-11992.pdf,Presidential Document,Proclamation,06/02/2022,2022-05-27,33413,"Prayer for Peace, Memorial Day, 2022","",10404
87 FR 33583, 2022-12097,33589,https://www.federalregister.gov/documents/2022/06/03/2022-12097/adjusting-imports-of-aluminum-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12097.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33583,Adjusting Imports of Aluminum Into the United States,"",10405
87 FR 33591, 2022-12108,33599,https://www.federalregister.gov/documents/2022/06/03/2022-12108/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12108.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33591,Adjusting Imports of Steel Into the United States,"",10406
87 FR 33601, 2022-12123,33602,https://www.federalregister.gov/documents/2022/06/03/2022-12123/black-music-appreciation-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12123.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33601,"Black Music Appreciation Month, 2022","",10407
87 FR 33603, 2022-12124,33604,https://www.federalregister.gov/documents/2022/06/03/2022-12124/great-outdoors-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12124.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33603,"Great Outdoors Month, 2022","",10408
87 FR 33605, 2022-12125,33606,https://www.federalregister.gov/documents/2022/06/03/2022-12125/lesbian-gay-bisexual-transgender-queer-and-intersex-pride-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12125.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33605,"Lesbian, Gay, Bisexual, Transgender, Queer, and Intersex Pride Month, 2022","",10409
87 FR 33607, 2022-12126,33608,https://www.federalregister.gov/documents/2022/06/03/2022-12126/national-caribbean-american-heritage-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12126.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33607,"National Caribbean-American Heritage Month, 2022","",10410
87 FR 33609, 2022-12127,33610,https://www.federalregister.gov/documents/2022/06/03/2022-12127/national-homeownership-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12127.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33609,"National Homeownership Month, 2022","",10411
87 FR 33611, 2022-12128,33612,https://www.federalregister.gov/documents/2022/06/03/2022-12128/national-immigrant-heritage-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-06-03/pdf/2022-12128.pdf,Presidential Document,Proclamation,06/03/2022,2022-05-31,33611,"National Immigrant Heritage Month, 2022","",10412
