citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
87 FR 40707, 2022-14709,40707,https://www.federalregister.gov/documents/2022/07/08/2022-14709/honoring-the-victims-of-the-tragedy-in-highland-park-illinois,https://www.govinfo.gov/content/pkg/FR-2022-07-08/pdf/2022-14709.pdf,Presidential Document,Proclamation,07/08/2022,2022-07-05,40707,"Honoring the Victims of the Tragedy in Highland Park, Illinois","",10421
87 FR 42051, 2022-15135,42051,https://www.federalregister.gov/documents/2022/07/13/2022-15135/death-of-abe-shinzo,https://www.govinfo.gov/content/pkg/FR-2022-07-13/pdf/2022-15135.pdf,Presidential Document,Proclamation,07/13/2022,2022-07-08,42051,Death of Abe Shinzo,"",10422
87 FR 43199, 2022-15590,43200,https://www.federalregister.gov/documents/2022/07/20/2022-15590/captive-nations-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-07-20/pdf/2022-15590.pdf,Presidential Document,Proclamation,07/20/2022,2022-07-15,43199,"Captive Nations Week, 2022","",10423
87 FR 43201, 2022-15593,43202,https://www.federalregister.gov/documents/2022/07/20/2022-15593/national-atomic-veterans-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-07-20/pdf/2022-15593.pdf,Presidential Document,Proclamation,07/20/2022,2022-07-15,43201,"National Atomic Veterans Day, 2022","",10424
87 FR 45003, 2022-16196,45004,https://www.federalregister.gov/documents/2022/07/27/2022-16196/made-in-america-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-07-27/pdf/2022-16196.pdf,Presidential Document,Proclamation,07/27/2022,2022-07-22,45003,"Made in America Week, 2022","",10425
87 FR 45233, 2022-16333,45234,https://www.federalregister.gov/documents/2022/07/28/2022-16333/anniversary-of-the-americans-with-disabilities-act-2022,https://www.govinfo.gov/content/pkg/FR-2022-07-28/pdf/2022-16333.pdf,Presidential Document,Proclamation,07/28/2022,2022-07-25,45233,"Anniversary of the Americans With Disabilities Act, 2022","",10426
87 FR 45623, 2022-16446,45624,https://www.federalregister.gov/documents/2022/07/29/2022-16446/national-korean-war-veterans-armistice-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-07-29/pdf/2022-16446.pdf,Presidential Document,Proclamation,07/29/2022,2022-07-26,45623,"National Korean War Veterans Armistice Day, 2022","",10427
87 FR 48601, 2022-17297,48602,https://www.federalregister.gov/documents/2022/08/10/2022-17297/national-health-center-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-08-10/pdf/2022-17297.pdf,Presidential Document,Proclamation,08/10/2022,2022-08-05,48601,"National Health Center Week, 2022","",10428
87 FR 51859, 2022-18357,51860,https://www.federalregister.gov/documents/2022/08/24/2022-18357/national-employer-support-of-the-guard-and-reserve-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-08-24/pdf/2022-18357.pdf,Presidential Document,Proclamation,08/24/2022,2022-08-19,51859,"National Employer Support of the Guard and Reserve Week, 2022","",10429
87 FR 52845, 2022-18835,52846,https://www.federalregister.gov/documents/2022/08/30/2022-18835/womens-equality-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-08-30/pdf/2022-18835.pdf,Presidential Document,Proclamation,08/30/2022,2022-08-25,52845,"Women's Equality Day, 2022","",10430
87 FR 53361, 2022-18933,53362,https://www.federalregister.gov/documents/2022/08/31/2022-18933/overdose-awareness-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-08-31/pdf/2022-18933.pdf,Presidential Document,Proclamation,08/31/2022,2022-08-26,53361,"Overdose Awareness Week, 2022","",10431
87 FR 55901, 2022-19875,55902,https://www.federalregister.gov/documents/2022/09/13/2022-19875/death-of-queen-elizabeth-ii,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19875.pdf,Presidential Document,Proclamation,09/13/2022,2022-09-08,55901,Death of Queen Elizabeth II,"",10440
87 FR 55903, 2022-19876,55904,https://www.federalregister.gov/documents/2022/09/13/2022-19876/national-days-of-prayer-and-remembrance-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19876.pdf,Presidential Document,Proclamation,09/13/2022,2022-09-08,55903,"National Days of Prayer and Remembrance, 2022","",10441
87 FR 56239, 2022-20003,56240,https://www.federalregister.gov/documents/2022/09/14/2022-20003/world-suicide-prevention-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-14/pdf/2022-20003.pdf,Presidential Document,Proclamation,09/14/2022,2022-09-09,56239,"World Suicide Prevention Day, 2022","",10442
87 FR 56241, 2022-20004,56242,https://www.federalregister.gov/documents/2022/09/14/2022-20004/national-hispanic-serving-institutions-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-14/pdf/2022-20004.pdf,Presidential Document,Proclamation,09/14/2022,2022-09-09,56241,"National Hispanic-Serving Institutions Week, 2022","",10443
87 FR 56243, 2022-20005,56244,https://www.federalregister.gov/documents/2022/09/14/2022-20005/national-grandparents-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-14/pdf/2022-20005.pdf,Presidential Document,Proclamation,09/14/2022,2022-09-09,56243,"National Grandparents Day, 2022","",10444
87 FR 56245, 2022-20006,56246,https://www.federalregister.gov/documents/2022/09/14/2022-20006/patriot-day-and-national-day-of-service-and-remembrance-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-14/pdf/2022-20006.pdf,Presidential Document,Proclamation,09/14/2022,2022-09-09,56245,"Patriot Day and National Day of Service and Remembrance, 2022","",10445
87 FR 57137, 2022-20325,57138,https://www.federalregister.gov/documents/2022/09/19/2022-20325/national-hispanic-heritage-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-19/pdf/2022-20325.pdf,Presidential Document,Proclamation,09/19/2022,2022-09-14,57137,"National Hispanic Heritage Month, 2022","",10446
87 FR 57367, 2022-20449,57368,https://www.federalregister.gov/documents/2022/09/20/2022-20449/national-powmia-recognition-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-20/pdf/2022-20449.pdf,Presidential Document,Proclamation,09/20/2022,2022-09-15,57367,"National POW/MIA Recognition Day, 2022","",10447
87 FR 57561, 2022-20578,57562,https://www.federalregister.gov/documents/2022/09/21/2022-20578/constitution-day-and-citizenship-day-and-constitution-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-21/pdf/2022-20578.pdf,Presidential Document,Proclamation,09/21/2022,2022-09-16,57561,"Constitution Day and Citizenship Day, and Constitution Week, 2022","",10448
87 FR 57563, 2022-20579,57564,https://www.federalregister.gov/documents/2022/09/21/2022-20579/minority-enterprise-development-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-21/pdf/2022-20579.pdf,Presidential Document,Proclamation,09/21/2022,2022-09-16,57563,"Minority Enterprise Development Week, 2022","",10449
87 FR 57565, 2022-20580,57566,https://www.federalregister.gov/documents/2022/09/21/2022-20580/national-farm-safety-and-health-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-21/pdf/2022-20580.pdf,Presidential Document,Proclamation,09/21/2022,2022-09-16,57565,"National Farm Safety and Health Week, 2022","",10450
87 FR 57567, 2022-20581,57568,https://www.federalregister.gov/documents/2022/09/21/2022-20581/national-historically-black-colleges-and-universities-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-21/pdf/2022-20581.pdf,Presidential Document,Proclamation,09/21/2022,2022-09-16,57567,"National Historically Black Colleges and Universities Week, 2022","",10451
87 FR 57793, 2022-20695,57794,https://www.federalregister.gov/documents/2022/09/22/2022-20695/national-voter-registration-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-22/pdf/2022-20695.pdf,Presidential Document,Proclamation,09/22/2022,2022-09-19,57793,"National Voter Registration Day, 2022","",10452
87 FR 58705, 2022-21139,58706,https://www.federalregister.gov/documents/2022/09/28/2022-21139/national-hunting-and-fishing-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-28/pdf/2022-21139.pdf,Presidential Document,Proclamation,09/28/2022,2022-09-23,58705,"National Hunting and Fishing Day, 2022","",10453
87 FR 58707, 2022-21140,58708,https://www.federalregister.gov/documents/2022/09/28/2022-21140/national-public-lands-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-28/pdf/2022-21140.pdf,Presidential Document,Proclamation,09/28/2022,2022-09-23,58707,"National Public Lands Day, 2022","",10454
87 FR 58709, 2022-21141,58710,https://www.federalregister.gov/documents/2022/09/28/2022-21141/gold-star-mothers-and-familys-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-28/pdf/2022-21141.pdf,Presidential Document,Proclamation,09/28/2022,2022-09-23,58709,"Gold Star Mother's and Family's Day, 2022","",10455
87 FR 60241, 2022-21767,60242,https://www.federalregister.gov/documents/2022/10/05/2022-21767/cybersecurity-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21767.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60241,"Cybersecurity Awareness Month, 2022","",10456
87 FR 60243, 2022-21768,60244,https://www.federalregister.gov/documents/2022/10/05/2022-21768/national-arts-and-humanities-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21768.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60243,"National Arts and Humanities Month, 2022","",10457
87 FR 60245, 2022-21770,60247,https://www.federalregister.gov/documents/2022/10/05/2022-21770/national-breast-cancer-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21770.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60245,"National Breast Cancer Awareness Month, 2022","",10458
87 FR 60249, 2022-21773,60250,https://www.federalregister.gov/documents/2022/10/05/2022-21773/national-clean-energy-action-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21773.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60249,"National Clean Energy Action Month, 2022","",10459
87 FR 60251, 2022-21774,60252,https://www.federalregister.gov/documents/2022/10/05/2022-21774/national-disability-employment-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21774.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60251,"National Disability Employment Awareness Month, 2022","",10460
87 FR 60253, 2022-21786,60255,https://www.federalregister.gov/documents/2022/10/05/2022-21786/national-domestic-violence-awareness-and-prevention-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21786.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60253,"National Domestic Violence Awareness and Prevention Month, 2022","",10461
87 FR 60257, 2022-21787,60258,https://www.federalregister.gov/documents/2022/10/05/2022-21787/national-youth-justice-action-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21787.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60257,"National Youth Justice Action Month, 2022","",10462
87 FR 60259, 2022-21788,60260,https://www.federalregister.gov/documents/2022/10/05/2022-21788/national-youth-substance-use-prevention-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21788.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60259,"National Youth Substance Use Prevention Month, 2022","",10463
87 FR 60261, 2022-21789,60262,https://www.federalregister.gov/documents/2022/10/05/2022-21789/national-community-policing-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21789.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60261,"National Community Policing Week, 2022","",10464
87 FR 60263, 2022-21790,60264,https://www.federalregister.gov/documents/2022/10/05/2022-21790/child-health-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21790.pdf,Presidential Document,Proclamation,10/05/2022,2022-09-30,60263,"Child Health Day, 2022","",10465
87 FR 61215, 2022-22128,61216,https://www.federalregister.gov/documents/2022/10/07/2022-22128/german-american-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-07/pdf/2022-22128.pdf,Presidential Document,Proclamation,10/07/2022,2022-10-05,61215,"German-American Day, 2022","",10466
87 FR 61441, 2022-22262,61442,https://www.federalregister.gov/documents/2022/10/12/2022-22262/granting-pardon-for-the-offense-of-simple-possession-of-marijuana,https://www.govinfo.gov/content/pkg/FR-2022-10-12/pdf/2022-22262.pdf,Presidential Document,Proclamation,10/12/2022,2022-10-06,61441,Granting Pardon for the Offense of Simple Possession of Marijuana,"",10467
87 FR 61443, 2022-22263,61444,https://www.federalregister.gov/documents/2022/10/12/2022-22263/national-manufacturing-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-12/pdf/2022-22263.pdf,Presidential Document,Proclamation,10/12/2022,2022-10-06,61443,"National Manufacturing Day, 2022","",10468
87 FR 61949, 2022-22405,61950,https://www.federalregister.gov/documents/2022/10/13/2022-22405/fire-prevention-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-22405.pdf,Presidential Document,Proclamation,10/13/2022,2022-10-07,61949,"Fire Prevention Week, 2022","",10469
87 FR 61951, 2022-22406,61952,https://www.federalregister.gov/documents/2022/10/13/2022-22406/national-school-lunch-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-22406.pdf,Presidential Document,Proclamation,10/13/2022,2022-10-07,61951,"National School Lunch Week, 2022","",10470
87 FR 61953, 2022-22407,61954,https://www.federalregister.gov/documents/2022/10/13/2022-22407/leif-erikson-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-22407.pdf,Presidential Document,Proclamation,10/13/2022,2022-10-07,61953,"Leif Erikson Day, 2022","",10471
87 FR 61955, 2022-22408,61956,https://www.federalregister.gov/documents/2022/10/13/2022-22408/columbus-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-22408.pdf,Presidential Document,Proclamation,10/13/2022,2022-10-07,61955,"Columbus Day, 2022","",10472
87 FR 61957, 2022-22410,61958,https://www.federalregister.gov/documents/2022/10/13/2022-22410/indigenous-peoples-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-22410.pdf,Presidential Document,Proclamation,10/13/2022,2022-10-07,61957,"Indigenous Peoples' Day, 2022","",10473
87 FR 62299, 2022-22533,62300,https://www.federalregister.gov/documents/2022/10/14/2022-22533/general-pulaski-memorial-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-14/pdf/2022-22533.pdf,Presidential Document,Proclamation,10/14/2022,2022-10-11,62299,"General Pulaski Memorial Day, 2022","",10474
87 FR 62301, 2022-22534,62302,https://www.federalregister.gov/documents/2022/10/14/2022-22534/international-day-of-the-girl-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-14/pdf/2022-22534.pdf,Presidential Document,Proclamation,10/14/2022,2022-10-11,62301,"International Day of the Girl, 2022","",10475
87 FR 63381, 2022-22810,63392,https://www.federalregister.gov/documents/2022/10/19/2022-22810/establishment-of-the-camp-hale-continental-divide-national-monument,https://www.govinfo.gov/content/pkg/FR-2022-10-19/pdf/2022-22810.pdf,Presidential Document,Proclamation,10/19/2022,2022-10-12,63381,Establishment of the Camp Hale-Continental Divide National Monument,"",10476
87 FR 63393, 2022-22828,63394,https://www.federalregister.gov/documents/2022/10/19/2022-22828/blind-americans-equality-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-19/pdf/2022-22828.pdf,Presidential Document,Proclamation,10/19/2022,2022-10-14,63393,"Blind Americans Equality Day, 2022","",10477
87 FR 63395, 2022-22829,63396,https://www.federalregister.gov/documents/2022/10/19/2022-22829/national-character-counts-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-19/pdf/2022-22829.pdf,Presidential Document,Proclamation,10/19/2022,2022-10-14,63395,"National Character Counts Week, 2022","",10478
87 FR 63397, 2022-22830,63398,https://www.federalregister.gov/documents/2022/10/19/2022-22830/national-forest-products-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-19/pdf/2022-22830.pdf,Presidential Document,Proclamation,10/19/2022,2022-10-14,63397,"National Forest Products Week, 2022","",10479
87 FR 63661, 2022-22935,63662,https://www.federalregister.gov/documents/2022/10/20/2022-22935/50th-anniversary-of-the-clean-water-act,https://www.govinfo.gov/content/pkg/FR-2022-10-20/pdf/2022-22935.pdf,Presidential Document,Proclamation,10/20/2022,2022-10-17,63661,50th Anniversary of the Clean Water Act,"",10480
87 FR 64683, 2022-23432,64684,https://www.federalregister.gov/documents/2022/10/26/2022-23432/united-nations-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-10-26/pdf/2022-23432.pdf,Presidential Document,Proclamation,10/26/2022,2022-10-21,64683,"United Nations Day, 2022","",10481
87 FR 65649, 2022-23853,65650,https://www.federalregister.gov/documents/2022/11/01/2022-23853/national-first-responders-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-01/pdf/2022-23853.pdf,Presidential Document,Proclamation,11/01/2022,2022-10-27,65649,"National First Responders Day, 2022","",10482
87 FR 66515, 2022-24148,66516,https://www.federalregister.gov/documents/2022/11/03/2022-24148/critical-infrastructure-security-and-resilience-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24148.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66515,"Critical Infrastructure Security and Resilience Month, 2022","",10483
87 FR 66517, 2022-24160,66518,https://www.federalregister.gov/documents/2022/11/03/2022-24160/national-adoption-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24160.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66517,"National Adoption Month, 2022","",10484
87 FR 66519, 2022-24161,66520,https://www.federalregister.gov/documents/2022/11/03/2022-24161/national-alzheimers-disease-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24161.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66519,"National Alzheimer's Disease Awareness Month, 2022","",10485
87 FR 66521, 2022-24162,66522,https://www.federalregister.gov/documents/2022/11/03/2022-24162/national-diabetes-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24162.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66521,"National Diabetes Month, 2022","",10486
87 FR 66525, 2022-24165,66526,https://www.federalregister.gov/documents/2022/11/03/2022-24165/national-entrepreneurship-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24165.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66525,"National Entrepreneurship Month, 2022","",10487
87 FR 66527, 2022-24166,66528,https://www.federalregister.gov/documents/2022/11/03/2022-24166/national-family-caregivers-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24166.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66527,"National Family Caregivers Month, 2022","",10488
87 FR 66529, 2022-24169,66530,https://www.federalregister.gov/documents/2022/11/03/2022-24169/national-lung-cancer-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24169.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66529,"National Lung Cancer Awareness Month, 2022","",10489
87 FR 66531, 2022-24170,66532,https://www.federalregister.gov/documents/2022/11/03/2022-24170/national-native-american-heritage-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24170.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66531,"National Native American Heritage Month, 2022","",10490
87 FR 66533, 2022-24171,66534,https://www.federalregister.gov/documents/2022/11/03/2022-24171/national-veterans-and-military-families-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-03/pdf/2022-24171.pdf,Presidential Document,Proclamation,11/03/2022,2022-10-31,66533,"National Veterans and Military Families Month, 2022","",10491
87 FR 67763, 2022-24735,67764,https://www.federalregister.gov/documents/2022/11/10/2022-24735/veterans-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-10/pdf/2022-24735.pdf,Presidential Document,Proclamation,11/10/2022,2022-11-07,67763,"Veterans Day, 2022","",10492
87 FR 68019, 2022-24844,68020,https://www.federalregister.gov/documents/2022/11/14/2022-24844/world-freedom-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-14/pdf/2022-24844.pdf,Presidential Document,Proclamation,11/14/2022,2022-11-08,68019,"World Freedom Day, 2022","",10493
87 FR 68591, 2022-25051,68592,https://www.federalregister.gov/documents/2022/11/16/2022-25051/american-education-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-16/pdf/2022-25051.pdf,Presidential Document,Proclamation,11/16/2022,2022-11-10,68591,"American Education Week, 2022","",10494
87 FR 68593, 2022-25052,68594,https://www.federalregister.gov/documents/2022/11/16/2022-25052/national-apprenticeship-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-16/pdf/2022-25052.pdf,Presidential Document,Proclamation,11/16/2022,2022-11-10,68593,"National Apprenticeship Week, 2022","",10495
87 FR 68885, 2022-25195,68886,https://www.federalregister.gov/documents/2022/11/17/2022-25195/america-recycles-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-17/pdf/2022-25195.pdf,Presidential Document,Proclamation,11/17/2022,2022-11-14,68885,"America Recycles Day, 2022","",10496
87 FR 70701, 2022-25451,70702,https://www.federalregister.gov/documents/2022/11/21/2022-25451/national-rural-health-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-21/pdf/2022-25451.pdf,Presidential Document,Proclamation,11/21/2022,2022-11-16,70701,"National Rural Health Day, 2022","",10497
87 FR 71503, 2022-25737,71504,https://www.federalregister.gov/documents/2022/11/23/2022-25737/national-family-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-23/pdf/2022-25737.pdf,Presidential Document,Proclamation,11/23/2022,2022-11-18,71503,"National Family Week, 2022","",10498
87 FR 71505, 2022-25740,71506,https://www.federalregister.gov/documents/2022/11/23/2022-25740/national-childs-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-23/pdf/2022-25740.pdf,Presidential Document,Proclamation,11/23/2022,2022-11-18,71505,"National Child's Day, 2022","",10499
87 FR 73431, 2022-26158,73432,https://www.federalregister.gov/documents/2022/11/30/2022-26158/thanksgiving-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-11-30/pdf/2022-26158.pdf,Presidential Document,Proclamation,11/30/2022,2022-11-23,73431,"Thanksgiving Day, 2022","",10500
87 FR 74489, 2022-26605,74490,https://www.federalregister.gov/documents/2022/12/06/2022-26605/national-impaired-driving-prevention-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-06/pdf/2022-26605.pdf,Presidential Document,Proclamation,12/06/2022,2022-11-30,74489,"National Impaired Driving Prevention Month, 2022","",10501
87 FR 74491, 2022-26606,74492,https://www.federalregister.gov/documents/2022/12/06/2022-26606/world-aids-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-06/pdf/2022-26606.pdf,Presidential Document,Proclamation,12/06/2022,2022-11-30,74491,"World AIDS Day, 2022","",10502
87 FR 74949, 2022-26713,74950,https://www.federalregister.gov/documents/2022/12/07/2022-26713/international-day-of-persons-with-disabilities-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-07/pdf/2022-26713.pdf,Presidential Document,Proclamation,12/07/2022,2022-12-02,74949,"International Day of Persons With Disabilities, 2022","",10503
87 FR 75455, 2022-26934,75456,https://www.federalregister.gov/documents/2022/12/09/2022-26934/national-pearl-harbor-remembrance-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-09/pdf/2022-26934.pdf,Presidential Document,Proclamation,12/09/2022,2022-12-06,75455,"National Pearl Harbor Remembrance Day, 2022","",10504
87 FR 76403, 2022-27248,76404,https://www.federalregister.gov/documents/2022/12/14/2022-27248/human-rights-day-and-human-rights-week-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-14/pdf/2022-27248.pdf,Presidential Document,Proclamation,12/14/2022,2022-12-09,76403,"Human Rights Day and Human Rights Week, 2022","",10505
87 FR 77463, 2022-27597,77464,https://www.federalregister.gov/documents/2022/12/19/2022-27597/day-of-remembrance-10-years-after-the-2012-sandy-hook-elementary-school-shooting,https://www.govinfo.gov/content/pkg/FR-2022-12-19/pdf/2022-27597.pdf,Presidential Document,Proclamation,12/19/2022,2022-12-14,77463,Day of Remembrance: 10 Years After the 2012 Sandy Hook Elementary School Shooting,"",10506
87 FR 77465, 2022-27598,77466,https://www.federalregister.gov/documents/2022/12/19/2022-27598/bill-of-rights-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-19/pdf/2022-27598.pdf,Presidential Document,Proclamation,12/19/2022,2022-12-14,77465,"Bill of Rights Day, 2022","",10507
87 FR 78511, 2022-27934,78512,https://www.federalregister.gov/documents/2022/12/21/2022-27934/wright-brothers-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27934.pdf,Presidential Document,Proclamation,12/21/2022,2022-12-16,78511,"Wright Brothers Day, 2022","",10508
87 FR 79977, 2022-28473,79983,https://www.federalregister.gov/documents/2022/12/29/2022-28473/to-take-certain-actions-under-the-african-growth-and-opportunity-act-and-for-other-purposes,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28473.pdf,Presidential Document,Proclamation,12/29/2022,2022-12-23,79977,To Take Certain Actions Under the African Growth and Opportunity Act and for Other Purposes,"",10509
88 FR 739, 2023-00092,740,https://www.federalregister.gov/documents/2023/01/05/2023-00092/national-human-trafficking-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-01-05/pdf/2023-00092.pdf,Presidential Document,Proclamation,01/05/2023,2022-12-30,739,"National Human Trafficking Prevention Month, 2023","",10510
88 FR 741, 2023-00093,742,https://www.federalregister.gov/documents/2023/01/05/2023-00093/national-mentoring-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-01-05/pdf/2023-00093.pdf,Presidential Document,Proclamation,01/05/2023,2022-12-30,741,"National Mentoring Month, 2023","",10511
88 FR 743, 2023-00094,744,https://www.federalregister.gov/documents/2023/01/05/2023-00094/national-stalking-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-01-05/pdf/2023-00094.pdf,Presidential Document,Proclamation,01/05/2023,2022-12-30,743,"National Stalking Awareness Month, 2023","",10512
88 FR 3283, 2023-01095,3284,https://www.federalregister.gov/documents/2023/01/19/2023-01095/martin-luther-king-jr-federal-holiday-2023,https://www.govinfo.gov/content/pkg/FR-2023-01-19/pdf/2023-01095.pdf,Presidential Document,Proclamation,01/19/2023,2023-01-13,3283,"Martin Luther King, Jr., Federal Holiday, 2023","",10513
88 FR 3285, 2023-01096,3286,https://www.federalregister.gov/documents/2023/01/19/2023-01096/religious-freedom-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-01-19/pdf/2023-01096.pdf,Presidential Document,Proclamation,01/19/2023,2023-01-13,3285,"Religious Freedom Day, 2023","",10514
88 FR 4719, 2023-01599,4720,https://www.federalregister.gov/documents/2023/01/25/2023-01599/50th-anniversary-of-the-roe-v-wade-decision,https://www.govinfo.gov/content/pkg/FR-2023-01-25/pdf/2023-01599.pdf,Presidential Document,Proclamation,01/25/2023,2023-01-20,4719,50th Anniversary of the Roe v. Wade Decision,"",10515
88 FR 4893, 2023-01689,4893,https://www.federalregister.gov/documents/2023/01/26/2023-01689/honoring-the-victims-of-the-tragedy-in-monterey-park-california,https://www.govinfo.gov/content/pkg/FR-2023-01-26/pdf/2023-01689.pdf,Presidential Document,Proclamation,01/26/2023,2023-01-22,4893,"Honoring the Victims of the Tragedy in Monterey Park, California","",10516
88 FR 7347, 2023-02430,7348,https://www.federalregister.gov/documents/2023/02/03/2023-02430/american-heart-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-02-03/pdf/2023-02430.pdf,Presidential Document,Proclamation,02/03/2023,2023-01-31,7347,"American Heart Month, 2023","",10517
